"title","titlelink","price","room","roomlink","area","arealink","person","personlink","updated_at"
"3 BHK Builder Floor for Sale in South City-2 Gurgaon @ ...","http://gurgaon.quikr.com/3-BHK-Builder-Floor-for-Sale-in-South-City-2-Gurgaon-9654455435-W0QQAdIdZ162790594","Rs 1,10,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In South City 2","http://gurgaon.quikr.com/Apartments-For-Sale/South-City-2/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"For Sale Spaze Privy Apartments in Sector-72 Gurgaon Ca...","http://gurgaon.quikr.com/For-Sale-Spaze-Privy-Apartments-in-Sector-72-Gurgaon-Call-9654455435-W0QQAdIdZ166359099","Rs 7,200","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"Vatika Express City Apatments for Original Booking in G...","http://gurgaon.quikr.com/Vatika-Express-City-Apatments-for-Original-Booking-in-Gurgaon-Call-9654455435-W0QQAdIdZ166187121","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 89a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-89a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"3 b.h.k Flat Sale Today Blossoms-2gurdaon 9313432429","http://gurgaon.quikr.com/3-b.h.k-Flat-Sale-Today-Blossoms-2gurdaon-9313432429-W0QQAdIdZ166691155","Rs 1,35,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 50","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-50/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"The Aryans Group's launches new project THE HABITAT at ...","http://gurgaon.quikr.com/The-Aryans-Group-s-launches-new-project-THE-HABITAT-at-Bhiwadi.-W0QQAdIdZ166681299","Rs 16,34,975","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"Builder Floors for Sale in Vipul World Sohna Road Gurga...","http://gurgaon.quikr.com/Builder-Floors-for-Sale-in-Vipul-World-Sohna-Road-Gurgaon-Call-9654455435-W0QQAdIdZ166684409","Rs 95,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"M2k White House Sector-57 Gurgaon.","http://gurgaon.quikr.com/M2k-White-House-Sector-57-Gurgaon.-W0QQAdIdZ166687443","Rs 1,47,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 52","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-52/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"1 Bhk Apartment for Sale in The Essentia Bhiwadi @ 9811...","http://gurgaon.quikr.com/1-Bhk-Apartment-for-Sale-in-The-Essentia-Bhiwadi-9811654654-9555654654-W0QQAdIdZ166687352","Contact for Price","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Flat for Sale in The Essentia Bhiwasi 1 Bhk @ 981165465...","http://gurgaon.quikr.com/Flat-for-Sale-in-The-Essentia-Bhiwasi-1-Bhk-9811654654-W0QQAdIdZ166687495","Contact for Price","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"1 Bhk Apartment for Sale in The Essentia Bhiwadi @ 9811...","http://gurgaon.quikr.com/1-Bhk-Apartment-for-Sale-in-The-Essentia-Bhiwadi-9811654654-9555654654-W0QQAdIdZ166687105","Contact for Price","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Central Park-2 For sale 2360 Sqft. (Full check)","http://gurgaon.quikr.com/Central-Park-2-For-sale-2360-Sqft.-Full-check-W0QQAdIdZ166687238","Rs 2,30,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 47","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-47/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Jaypee Kosmos Noida Exp","http://gurgaon.quikr.com/Jaypee-Kosmos-Noida-Exp-W0QQAdIdZ166127780","Rs 54,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 99","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-99/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Flats for Original Booking / Resale in Gurgaon Call @ 9...","http://gurgaon.quikr.com/Flats-for-Original-Booking-Resale-in-Gurgaon-Call-9654455435-W0QQAdIdZ166686697","Rs 1,00,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"3bhk,study,servant flat in a prime locality","http://gurgaon.quikr.com/3bhk-study-servant-flat-in-a-prime-locality-W0QQAdIdZ166685921","Rs 1,75,00,000","4+ BHK","http://gurgaon.quikr.com/4+-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 52","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-52/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Orchid Island Sector-51 Gurgaon","http://gurgaon.quikr.com/Orchid-Island-Sector-51-Gurgaon-W0QQAdIdZ166686502","Rs 1,24,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 52","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-52/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Aster court sector -85","http://gurgaon.quikr.com/Aster-court-sector-85-W0QQAdIdZ162533602","Rs 71,40,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 89a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-89a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Ready to Move Apartments,Floors,Villas for Sale in Gurg...","http://gurgaon.quikr.com/Ready-to-Move-Apartments-Floors-Villas-for-Sale-in-Gurgaon-Call-9654455435-W0QQAdIdZ166675710","Rs 1,40,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Floor for Sale in Woodstock Floors in Gurgaon Call @ 96...","http://gurgaon.quikr.com/Floor-for-Sale-in-Woodstock-Floors-in-Gurgaon-Call-9654455435-W0QQAdIdZ166560893","Rs 1,28,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 50","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-50/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"sale for Mapsko Casabella","http://gurgaon.quikr.com/sale-for-Mapsko-Casabella-W0QQAdIdZ166175043","Rs 82,50,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 80","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-80/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Buy/Sell Apartments,Villas,Floors in Gurgaon Call @ 965...","http://gurgaon.quikr.com/Buy-Sell-Apartments-Villas-Floors-in-Gurgaon-Call-9654455435-W0QQAdIdZ166378203","Rs 1,00,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Unitech Exquisite Apartments for Sale in Gurgaon Call @...","http://gurgaon.quikr.com/Unitech-Exquisite-Apartments-for-Sale-in-Gurgaon-Call-9654455435-W0QQAdIdZ166362428","Rs 6,500","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Vipul World Sohna Road Gurgaon,Sec48,Sec49,Sec-50","http://gurgaon.quikr.com/Vipul-World-Sohna-Road-Gurgaon-Sec48-Sec49-Sec-50-W0QQAdIdZ144621201","Rs 1,15,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","25-Apr-14"
"sec-49, sec-48,sohna road, omex mall","http://gurgaon.quikr.com/sec-49-sec-48-sohna-road-omex-mall-W0QQAdIdZ144103361","Rs 1,62,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 47","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-47/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","24-Apr-14"
"Call @ 9711412666, urgent for sale Vatila Emilia Floor ...","http://gurgaon.quikr.com/Call-9711412666-urgent-for-sale-Vatila-Emilia-Floor-sector-83-Gurgaon-W0QQAdIdZ156983977","Contact for Price","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 80","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-80/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","24-Apr-14"
"sale Emmar MGF Palm Hills","http://gurgaon.quikr.com/sale-Emmar-MGF-Palm-Hills-W0QQAdIdZ164975695","Rs 72,50,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 78","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-78/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"flat in a prime builders colony for sale","http://gurgaon.quikr.com/flat-in-a-prime-builders-colony-for-sale-W0QQAdIdZ166681557","Rs 1,75,00,000","4+ BHK","http://gurgaon.quikr.com/4+-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 52","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-52/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","9 hours ago"
"Owner - 3 BHK DLF Town House 1st/2nd Duplex For Sale.","http://gurgaon.quikr.com/Owner-3-BHK-DLF-Town-House-1st-2nd-Duplex-For-Sale.-W0QQAdIdZ166678451","Rs 1,42,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In DLF Phase 1","http://gurgaon.quikr.com/Apartments-For-Sale/DLF-Phase-1/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","10 hours ago"
"3 BHK Ansal Esencia Floors for Sale in Gurgaon Call @ 9...","http://gurgaon.quikr.com/3-BHK-Ansal-Esencia-Floors-for-Sale-in-Gurgaon-Call-9654455435-W0QQAdIdZ166677847","Rs 1,10,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","10 hours ago"
"Duplex Penthouse for Sale in Parkview City Gurgaon","http://gurgaon.quikr.com/Duplex-Penthouse-for-Sale-in-Parkview-City-Gurgaon-W0QQAdIdZ165857574","Rs 4,00,00,000","4+ BHK","http://gurgaon.quikr.com/4+-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","10 hours ago"
"Tulip Group Apartments for Sale in Gurgaon Call @ 96544...","http://gurgaon.quikr.com/Tulip-Group-Apartments-for-Sale-in-Gurgaon-Call-9654455435-W0QQAdIdZ166359498","Rs 1,10,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","10 hours ago"
"Lower floor apartment for sale in Manesar Gurgaon","http://gurgaon.quikr.com/Lower-floor-apartment-for-sale-in-Manesar-Gurgaon-W0QQAdIdZ166674058","Rs 1,01,08,400","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Manesar","http://gurgaon.quikr.com/Apartments-For-Sale/Manesar/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","10 hours ago"
"Fully Loaded 2/3 Bhk Apartment With Attractive Payment ...","http://gurgaon.quikr.com/Fully-Loaded-2-3-Bhk-Apartment-With-Attractive-Payment-Plan-With-Reputed-Builders-W0QQAdIdZ166671507","Rs 20,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 89a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-89a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","10 hours ago"
"215 yard 1st floor for sale in sushant lok-1","http://gurgaon.quikr.com/215-yard-1st-floor-for-sale-in-sushant-lok-1-W0QQAdIdZ166665805","Rs 1,40,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sushant Lok","http://gurgaon.quikr.com/Apartments-For-Sale/Sushant-Lok/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","11 hours ago"
"Pre Launched 1/2 BHK Apartment Start @27 Lacs With Repu...","http://gurgaon.quikr.com/Pre-Launched-1-2-BHK-Apartment-Start-27-Lacs-With-Reputed-Builder-Best-Location-W0QQAdIdZ166666045","Rs 27,00,000","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 6","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-6/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","11 hours ago"
"4 BHK Tulip Violet Apartment for Resale in Call us @ 96...","http://gurgaon.quikr.com/4-BHK-Tulip-Violet-Apartment-for-Resale-in-Call-us-9654455435-W0QQAdIdZ126397520","Contact for Price","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","11 hours ago"
"Mahagun Meadows located at Sector–150","http://gurgaon.quikr.com/Mahagun-Meadows-located-at-Sector-150-W0QQAdIdZ166663130","Rs 3,990","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In IFFCO Chowk","http://gurgaon.quikr.com/Apartments-For-Sale/IFFCO-Chowk/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","11 hours ago"
"2bhk flat 1000 sq feet for sell","http://gurgaon.quikr.com/2bhk-flat-1000-sq-feet-for-sell-W0QQAdIdZ166660044","Rs 18,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Manesar","http://gurgaon.quikr.com/Apartments-For-Sale/Manesar/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","11 hours ago"
"Sec-68, Pareena 2 BHK At Best Price","http://gurgaon.quikr.com/Sec-68-Pareena-2-BHK-At-Best-Price-W0QQAdIdZ166660071","Rs 55,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 68","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-68/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","11 hours ago"
"Resale 2 BHK Residential Flat in Nimai Greens Bhiwadi","http://gurgaon.quikr.com/Resale-2-BHK-Residential-Flat-in-Nimai-Greens-Bhiwadi-W0QQAdIdZ166575297","Rs 34,55,200","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","11 hours ago"
"Residential Apparts. 2 BHK","http://gurgaon.quikr.com/Residential-Apparts.-2-BHK-W0QQAdIdZ166659106","Rs 30,52,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Alawardi Sarai","http://gurgaon.quikr.com/Apartments-For-Sale/Alawardi-Sarai/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","11 hours ago"
"2 bhk flat on main pataudi road ............","http://gurgaon.quikr.com/2-bhk-flat-on-main-pataudi-road-.-W0QQAdIdZ166658634","Rs 45,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 95a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-95a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"V P Spaces Grandeur Call @ 07838520200 in Alwar Bypass ...","http://gurgaon.quikr.com/V-P-Spaces-Grandeur-Call-07838520200-in-Alwar-Bypass-Road-Bhiwadi-W0QQAdIdZ166604992","Rs 36,90,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"First time in Bhiwadi, Assure Rantel in Flats till poss...","http://gurgaon.quikr.com/First-time-in-Bhiwadi-Assure-Rantel-in-Flats-till-possission-Call-for-more-query-9971117246-W0QQAdIdZ166656008","Rs 20,80,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"09810400016 sale 2 bhk ashiana aangan neemran on nh-8 n...","http://gurgaon.quikr.com/09810400016-sale-2-bhk-ashiana-aangan-neemran-on-nh-8-neemrana-W0QQAdIdZ163598909","Rs 3,100","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Alawardi Sarai","http://gurgaon.quikr.com/Apartments-For-Sale/Alawardi-Sarai/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"09810400016 sale 2 bhk ashiana aangan neemran on nh-8 n...","http://gurgaon.quikr.com/09810400016-sale-2-bhk-ashiana-aangan-neemran-on-nh-8-neemrana-W0QQAdIdZ163599220","Rs 3,100","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Alawardi Sarai","http://gurgaon.quikr.com/Apartments-For-Sale/Alawardi-Sarai/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"09810400016 sale 2 bhk ashiana aangan neemran on nh-8 n...","http://gurgaon.quikr.com/09810400016-sale-2-bhk-ashiana-aangan-neemran-on-nh-8-neemrana-W0QQAdIdZ163599518","Rs 3,100","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Alawardi Sarai","http://gurgaon.quikr.com/Apartments-For-Sale/Alawardi-Sarai/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"3 BHK IN CHD AVENUE SECTOR-71","http://gurgaon.quikr.com/3-BHK-IN-CHD-AVENUE-SECTOR-71-W0QQAdIdZ166655892","Rs 1,10,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"BPTP Mansions Park Prime Sector 66","http://gurgaon.quikr.com/BPTP-Mansions-Park-Prime-Sector-66-W0QQAdIdZ166656016","Rs 2,764","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 66","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-66/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"OCUS 24K Fully Furnished Studio / Serviced Apartment wi...","http://gurgaon.quikr.com/OCUS-24K-Fully-Furnished-Studio-Serviced-Apartment-with-Ultra-Modern-Facilities-W0QQAdIdZ131371891","Rs 55,55,555","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","12 hours ago"
"Luxry Apartment in Gurgaon","http://gurgaon.quikr.com/Luxry-Apartment-in-Gurgaon-W0QQAdIdZ161689375","Rs 3,08,07,000","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","14-Mar-14"
