"title","titlelink","price","room","roomlink","area","arealink","person","personlink","updated_at"
"4BHK in Adani Oyster Grande,Sec-102,Dwarka Expressway,G...","http://gurgaon.quikr.com/4BHK-in-Adani-Oyster-Grande-Sec-102-Dwarka-Expressway-Gurgaon-at-Rs-5900-sq.ft-W0QQAdIdZ166608416","Rs 1,88,09,200","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 102","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-102/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"1bhk haryana housing board flat for sale in gurgaon","http://gurgaon.quikr.com/1bhk-haryana-housing-board-flat-for-sale-in-gurgaon-W0QQAdIdZ166576266","Rs 540","1 BHK","http://gurgaon.quikr.com/1-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Road","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3BHK,Area-1760Sq.ft in Paras Dews at Rs.5450/sq.ft","http://gurgaon.quikr.com/3BHK-Area-1760Sq.ft-in-Paras-Dews-at-Rs.5450-sq.ft-W0QQAdIdZ166607881","Rs 96,80,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Basai","http://gurgaon.quikr.com/Apartments-For-Sale/Basai/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"resale vipul lavanya sector 81 1780sqft 3bhk, 4400rs","http://gurgaon.quikr.com/resale-vipul-lavanya-sector-81-1780sqft-3bhk-4400rs-W0QQAdIdZ166607735","Rs 78,32,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In New Colony","http://gurgaon.quikr.com/Apartments-For-Sale/New-Colony/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"low budget flats in bhiwadi","http://gurgaon.quikr.com/low-budget-flats-in-bhiwadi-W0QQAdIdZ166607445","Contact for Price","1 RK","http://gurgaon.quikr.com/1-RK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"1758SQFT 3BHK ANSAL HIGHLAND AVAILABLE FOR SALE IN GURG...","http://gurgaon.quikr.com/1758SQFT-3BHK-ANSAL-HIGHLAND-AVAILABLE-FOR-SALE-IN-GURGAON-CALL-9717252620-W0QQAdIdZ164061263","Rs 77,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Golf Course Extens...","http://gurgaon.quikr.com/Apartments-For-Sale/Golf-Course-Extension-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","17-Apr-14"
"ATS original booking | Call 9711412666 | ATS Marigold S...","http://gurgaon.quikr.com/ATS-original-booking-Call-9711412666-ATS-Marigold-Sector-89A-Dwarka-Expressway-Gurgaon-W0QQAdIdZ157734435","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 89a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-89a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","24-Apr-14"
"2 BHK ready to move Purva Skycondos 09310005558 Old Mah...","http://gurgaon.quikr.com/2-BHK-ready-to-move-Purva-Skycondos-09310005558-Old-Mahabalipuram-road-Chennai-W0QQAdIdZ152029863","Rs 4,200","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Alawardi Sarai","http://gurgaon.quikr.com/Apartments-For-Sale/Alawardi-Sarai/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","24-Apr-14"
"2 bhk- 1st floor- park facing- with personal parking ar...","http://gurgaon.quikr.com/2-bhk-1st-floor-park-facing-with-personal-parking-area-full-wood-work-maruti-vihar-W0QQAdIdZ166535111","Rs 80,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Mg Road","http://gurgaon.quikr.com/Apartments-For-Sale/Mg-Road/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"flat in bhiwadi near haldiram","http://gurgaon.quikr.com/flat-in-bhiwadi-near-haldiram-W0QQAdIdZ166606926","Contact for Price","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"2BHK In Bhiwadi in 21.50 Lacs Onwards","http://gurgaon.quikr.com/2BHK-In-Bhiwadi-in-21.50-Lacs-Onwards-W0QQAdIdZ166607464","Rs 22,73,200","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"bhiwadi flat in resale all projects","http://gurgaon.quikr.com/bhiwadi-flat-in-resale-all-projects-W0QQAdIdZ166607180","Contact for Price","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"avalon bhiwadi flats in resale","http://gurgaon.quikr.com/avalon-bhiwadi-flats-in-resale-W0QQAdIdZ166606751","Rs 2,500","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"i have a builder floor in sec 46","http://gurgaon.quikr.com/i-have-a-builder-floor-in-sec-46-W0QQAdIdZ166606722","Rs 1,10,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 46","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-46/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"2/3/4/5/6 BHK Residential Apartments for Sale in Gurgoa...","http://gurgaon.quikr.com/2-3-4-5-6-BHK-Residential-Apartments-for-Sale-in-Gurgoan-Call-us-9654455435-W0QQAdIdZ121701652","Rs 9,65,44,55,435","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3bhk second floor for sale in Today Blossoms 2 Sector 5...","http://gurgaon.quikr.com/3bhk-second-floor-for-sale-in-Today-Blossoms-2-Sector-51-Gurgaon-W0QQAdIdZ165855949","Rs 28,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 52","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-52/w13222204001?from=chiclet","","30-Apr-14"
"2BHK In Bhiwadi in 21.50 Lacs Onwards","http://gurgaon.quikr.com/2BHK-In-Bhiwadi-in-21.50-Lacs-Onwards-W0QQAdIdZ166604645","Rs 22,73,200","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Bhiwadi","http://gurgaon.quikr.com/Apartments-For-Sale/Bhiwadi/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"2BHK IN ERA COSMOCITY FOR SALE IN GURGAON CALL 97172526...","http://gurgaon.quikr.com/2BHK-IN-ERA-COSMOCITY-FOR-SALE-IN-GURGAON-CALL-9717252620-W0QQAdIdZ164130798","Rs 54,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In DLF Phase 1","http://gurgaon.quikr.com/Apartments-For-Sale/DLF-Phase-1/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"La - lagune suncity Sector -54 Gurgaon Call 9911055969","http://gurgaon.quikr.com/La-lagune-suncity-Sector-54-Gurgaon-Call-9911055969-W0QQAdIdZ151313008","Rs 3,95,00,000","4 BHK","http://gurgaon.quikr.com/4-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In DLF Phase 5","http://gurgaon.quikr.com/Apartments-For-Sale/DLF-Phase-5/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3 Bhk Apartment For Sale in MG Road","http://gurgaon.quikr.com/3-Bhk-Apartment-For-Sale-in-MG-Road-W0QQAdIdZ146389514","Rs 2,25,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Wazirabad","http://gurgaon.quikr.com/Apartments-For-Sale/Wazirabad/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3BHK Flat For Sale In Sector 37 D","http://gurgaon.quikr.com/3BHK-Flat-For-Sale-In-Sector-37-D-W0QQAdIdZ146608025","Rs 4,100","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 37d","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-37d/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Residential flat for sale in mg road","http://gurgaon.quikr.com/Residential-flat-for-sale-in-mg-road-W0QQAdIdZ154081221","Rs 2,20,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Mg Road","http://gurgaon.quikr.com/Apartments-For-Sale/Mg-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"1811 SQ FEET FLAT IN SPIRE WOODS NEAR IGI AIRPORT,DELHI...","http://gurgaon.quikr.com/1811-SQ-FEET-FLAT-IN-SPIRE-WOODS-NEAR-IGI-AIRPORT-DELHI-W0QQAdIdZ163338840","Rs 67,00,700","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 102","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-102/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"For New Booking Godrej Oasis New Project Sector 88a Dwa...","http://gurgaon.quikr.com/For-New-Booking-Godrej-Oasis-New-Project-Sector-88a-Dwarka-Expressway-Gorgaon-W0QQAdIdZ166603052","Rs 6,500","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 99","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-99/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"ews bpl flat 200 SqFt, BPTP Park Prime Mansions, sec-66...","http://gurgaon.quikr.com/ews-bpl-flat-200-SqFt-BPTP-Park-Prime-Mansions-sec-66-W0QQAdIdZ166602332","Rs 5,40,000","1 RK","http://gurgaon.quikr.com/1-RK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 66","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-66/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"FOR SALE 3 BHK IN GOLF COURSE ROAD SECTOR-56 C.G.H.S FL...","http://gurgaon.quikr.com/FOR-SALE-3-BHK-IN-GOLF-COURSE-ROAD-SECTOR-56-C.G.H.S-FLAT-GURGAON-HARYANA-W0QQAdIdZ166602118","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sushant Lok","http://gurgaon.quikr.com/Apartments-For-Sale/Sushant-Lok/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Vatika Emilia First Floor Available for sale in sector-...","http://gurgaon.quikr.com/Vatika-Emilia-First-Floor-Available-for-sale-in-sector-83-Gurgaon-W0QQAdIdZ166557343","Rs 55,50,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 38","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-38/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3 bhk in gurgaon call@8802340684","http://gurgaon.quikr.com/3-bhk-in-gurgaon-call-8802340684-W0QQAdIdZ157486595","Rs 35,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Invest 30 Lacs and get conservative return of minimum 1...","http://gurgaon.quikr.com/Invest-30-Lacs-and-get-conservative-return-of-minimum-12-of-return-W0QQAdIdZ166599181","Rs 30,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 89a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-89a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3 bhk for sale in gurgaon @ 8802340684 call","http://gurgaon.quikr.com/3-bhk-for-sale-in-gurgaon-8802340684-call-W0QQAdIdZ153845975","Rs 1,00,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3 BHK NEWLY BUILT FLOOR FOR SALE IN SOUTH CITY-I GURGAO...","http://gurgaon.quikr.com/3-BHK-NEWLY-BUILT-FLOOR-FOR-SALE-IN-SOUTH-CITY-I-GURGAON-HARYANA-W0QQAdIdZ166599165","Rs 1,00,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In South City 1","http://gurgaon.quikr.com/Apartments-For-Sale/South-City-1/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"2 BHK Apartments near Atul kataria Chowk","http://gurgaon.quikr.com/2-BHK-Apartments-near-Atul-kataria-Chowk-W0QQAdIdZ166600162","Rs 25,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In IFFCO Chowk","http://gurgaon.quikr.com/Apartments-For-Sale/IFFCO-Chowk/w13222204001?from=chiclet","By Builder","http://gurgaon.quikr.com/Builder/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Ninex city, Original booking call 8802340684","http://gurgaon.quikr.com/Ninex-city-Original-booking-call-8802340684-W0QQAdIdZ153500427","Rs 5,500","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Apartments at Dwarka Express Way","http://gurgaon.quikr.com/Apartments-at-Dwarka-Express-Way-W0QQAdIdZ162670203","Rs 99,37,750","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 89a","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-89a/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","22-Mar-14"
"3 b.h.k Flat Sale Today Blossoms-2gurdaon 9313432429","http://gurgaon.quikr.com/3-b.h.k-Flat-Sale-Today-Blossoms-2gurdaon-9313432429-W0QQAdIdZ166691155","Rs 1,35,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 50","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-50/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","8 hours ago"
"3 BHK BUILDER FLOOR FOR SALE IN SECTOR 10A GURGAON 9999...","http://gurgaon.quikr.com/3-BHK-BUILDER-FLOOR-FOR-SALE-IN-SECTOR-10A-GURGAON-9999967100-W0QQAdIdZ156398649","Rs 80,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 10","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-10/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","11-Feb-14"
"3 BHK Residential Apartment for sale in Monsoon Breeze ...","http://gurgaon.quikr.com/3-BHK-Residential-Apartment-for-sale-in-Monsoon-Breeze-call-8802340684-W0QQAdIdZ135670341","Rs 80,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Maruti Udyog","http://gurgaon.quikr.com/Apartments-For-Sale/Maruti-Udyog/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"2 bhk in gurgaon 8802340684","http://gurgaon.quikr.com/2-bhk-in-gurgaon-8802340684-W0QQAdIdZ136676082","Rs 58,50,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sector 49","http://gurgaon.quikr.com/Apartments-For-Sale/Sector-49/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Fresh Booking in Gurgaon","http://gurgaon.quikr.com/Fresh-Booking-in-Gurgaon-W0QQAdIdZ140446427","Rs 1,05,40,800","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Ninex city Gurgaon, 8527899435, call for Fresh booking","http://gurgaon.quikr.com/Ninex-city-Gurgaon-8527899435-call-for-Fresh-booking-W0QQAdIdZ153500907","Rs 5,500","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"2bhk apartment for sale in gurgaon 8802340684","http://gurgaon.quikr.com/2bhk-apartment-for-sale-in-gurgaon-8802340684-W0QQAdIdZ153498641","Rs 69,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3 bhk original booking in gurgaon call@8802340684","http://gurgaon.quikr.com/3-bhk-original-booking-in-gurgaon-call-8802340684-W0QQAdIdZ153846355","Rs 5,600","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Looking for 3bhk apartment in gurgaon call@8802340684","http://gurgaon.quikr.com/Looking-for-3bhk-apartment-in-gurgaon-call-8802340684-W0QQAdIdZ153846884","Rs 80,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Looking for 2bhk in Gurgaon call@8802340684","http://gurgaon.quikr.com/Looking-for-2bhk-in-Gurgaon-call-8802340684-W0QQAdIdZ153847053","Rs 68,00,000","2 BHK","http://gurgaon.quikr.com/2-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Property for Sale in Central Park-2, 8802340684","http://gurgaon.quikr.com/Property-for-Sale-in-Central-Park-2-8802340684-W0QQAdIdZ139058992","Rs 2,35,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"3bhk for sale in gurgaon call 8802340684","http://gurgaon.quikr.com/3bhk-for-sale-in-gurgaon-call-8802340684-W0QQAdIdZ153499061","Rs 80,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Luxury Newly Built 3BHK Ground Floor at Rockbottom pric...","http://gurgaon.quikr.com/Luxury-Newly-Built-3BHK-Ground-Floor-at-Rockbottom-price-DLF-Phase-1-W0QQAdIdZ165536312","Contact for Price","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In DLF Phase 1","http://gurgaon.quikr.com/Apartments-For-Sale/DLF-Phase-1/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Newly built Luxury Floors at affordable prices","http://gurgaon.quikr.com/Newly-built-Luxury-Floors-at-affordable-prices-W0QQAdIdZ165539319","Rs 1,45,00,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sushant Lok","http://gurgaon.quikr.com/Apartments-For-Sale/Sushant-Lok/w13222204001?from=chiclet","By Individual","http://gurgaon.quikr.com/Individual/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"resale unitech vistas 1560sqft rs 5440, 3bhk+sq","http://gurgaon.quikr.com/resale-unitech-vistas-1560sqft-rs-5440-3bhk-sq-W0QQAdIdZ166592467","Rs 85,02,000","3 BHK","http://gurgaon.quikr.com/3-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
"Central Park 2, 4BHK 3820 Sq Ft For Sell@ 3.56 Crore","http://gurgaon.quikr.com/Central-Park-2-4BHK-3820-Sq-Ft-For-Sell-3.56-Crore-W0QQAdIdZ166592390","Rs 3,56,00,000","4+ BHK","http://gurgaon.quikr.com/4+-BHK/Apartments-For-Sale/w13222204001?l=No_of_Rooms&from=chiclet","In Sohna Road","http://gurgaon.quikr.com/Apartments-For-Sale/Sohna-Road/w13222204001?from=chiclet","By Broker","http://gurgaon.quikr.com/Broker/Apartments-For-Sale/w13222204001?l=You_are&from=chiclet","30-Apr-14"
